,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover
461,"Any convicted criminal that is innocent is not truly guilty.
All convicted criminals who did not commit a crime are truly innocent.
All convicted criminals are truly guilty or found guilty.
If a convicted criminal is found guilty, then they are sentenced to a punishment.
If a convicted criminal is found guilty, then they can argue against their punishment.
Garry is a convicted criminal who not found guilty or is sentenced to punishment.","Garry is sentenced to a punishment.
Garry did not commit a crime and can argue against his punishment.
Garry is not both innocent and someone who did not commit a crime.","U
F
T","∀x (ConvictedCriminal(x) ∧ Innocent(x) → ¬TrulyGuilty(x))
∀x (ConvictedCriminal(x) ∧ ¬CommitCrime(x) → Innocent(x))
∀x (ConvictedCriminal(x) ∧ (TrulyGuilty(x) ∨ FoundGuilty(x)))
∀x (ConvictedCriminal(x) ∧ FoundGuilty(x) → SentencedToPunishment(x))
∀x (ConvictedCriminal(x) ∧ FoundGuilty(x) → CanArgueAgainst(x, punishment))
ConvictedCriminal(garry) ∧ (¬(FoundGuilty(garry) ∨ SentencedToPunishment(garry)))","SentencedToPunishment(garry)
¬CommitCrime(garry) ∧ CanArgueAgainst(garry, punishment) 
¬(Innocent(garry) ∧ ¬CommitCrime(garry))",,
462,"All classrooms in William L. Harkness Hall that are used for lectures are booked during the day. 
None of the classrooms in William L. Harkness Hall are private study spots.
All classrooms in William L. Harkness Hall are used for lectures or used for office hours.
If a classroom in William L. Harkness Hall is booked in the evening, then it is not freely usable at night.
If a classroom in William L. Harkness Hall is used for office hours, then it is booked in the evening.
Room 116 is a classroom in William L. Harkness Hall that is either both used for lecture and used for office hours or not used for either.","Room 116 is a private study spot.
If Room 116 is either both booked during the day and freely usable at night, or neither, then it is either used for office hours or for private study spots.
If Room 116 is not both a private study spot and freely useable at night, then it is either used for lectures or booked during the day.","F
T
F","∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, lecture) → BookedDuring(x, day))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ ¬PrivateStudySpot(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ (UsedFor(x, lecture) ∨ UsedFor(x, officeHours)))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ BookedIn(x, evening) → ¬FreelyUsableAtNight(x))
∀x (ClassroomIn(x, williamLHarknessHall) ∧ UsedFor(x, officeHours) → BookedIn(x, evening))
ClassroomIn(116, williamLHarknessHall) ∧ ¬(UsedFor(116, lecture) ⊕ UsedFor(116, officeHours))","PrivateStudySpot(room116)
¬(BookedDuring(room116, day) ⊕ FreelyUsableAtNight(room116) → (UsedFor(room116, officeHour) ⊕ PrivateStudySpot(room116))
¬(PrivateStudySpot(room116) ∧ FreelyUsableAtNight(room116)) → (UsedFor(room116, lecture) ∨ BookedIn(room116, evening))",,
463,"All eels are fish. 
No fish are plants. 
Everything displayed in the collection is either a plant or an animal.
All multicellular animals are not bacteria.
All animals displayed in the collection are multicellular.
A sea eel is displayed in the collection.
The sea eel is an eel or an animal or not a plant.","The sea eel is an eel.
The sea eel is bacteria.
The sea eel is multicellular or is bacteria.","U
F
T","∀x (Eel(x) → Fish(x))
∀x (Fish(x) → ¬Plant(x))
∀x (DisplayedIn(x, collection) → Plant(x) ⊕ Animal(x))
∀x (Multicellular(x) → ¬Bacteria(x))
∀x (DisplayedIn(x, collection) ∧ Animal(x) → Multicellular(x))
DisplayedIn(seaEel, collection)
Eel(seaEel) ∨ Animal(seaEel) ∨ ¬Plant(seaEel)","Eel(seaEel)
Bacteria(seaEel)
Multicellular(seaEel) ∨ Bacteria(seaEel) ",,
464,"All animals can breathe.
No rocks can breathe.
All mammals are animals.
All dogs are mammals.
All Corgis are dogs.
Bobby is an animal or a Corgi.","Bobby is a dog.
Bobby is a rock.
Bobby is either an animal or a rock.","U
F
T","∀x (Animal(x) → Breathe(x))
∀x (Rock(x) → ¬Breathe(x))
∀x (Mammal(x) → Animal(x))
∀x (Dog(x) → Mammal(x))
∀x (Corgi(x) → Dog(x))
Animal(bobby) ∨ Corgi(bobby)","Dog(bobby)
Rock(bobby)
Animal(bobby) ⊕ Rock(bobby)",,
465,"Everyone who took the bar exam can read. 
All lawyers took the bar exam. 
Everyone who took the bar exam is knowledgeable about criminal procedures. 
All people who got a score of 180 on the LSAT can read. 
No elephants can read. 
If Mike can not read or is not an elephant, then Mike either took the bar exam or can read. ","Mike got 180 on the LSAT.
Mike did not take the bar exam and is not both knowledgeable about criminal procedures and someone who got 180 on the LSAT.
Mike took the bar exam.","U
T
F","∀x (Take(x, barExam) → CanRead(x))
∀x (Lawyer(x) → Take(x, barExam))
∀x (Take(x, barExam) → KnowledgeableAbout(x, criminalProceeder))
∀x (GetOn(x, scoreOf180, lSAT) → CanRead(x))
∀x (Elephant(x) → ¬CanRead(x))
¬(CanRead(mike) ∧ Elephant(mike)) → Take(mike, barExam) ⊕ CanRead(mike)","GetOn(mike, 180, lSAT)
¬Take(mike, barExam) ∧ ¬(KnowledgeableAbout(mike, criminalProcedures)∧ GetOn(mike, 180, lSAT))
Take(mike, barExam)",,
466,"All employees under Peter are engineers or scientists.
If an employee under Peter is an engineer, then the employee is hard-working.
If an employee under Peter is a scientist, then the employee is well compensated.
If an employee under Peter is well compensated, then the employee does not work remotely. 
If an employee under Peter refuses to work in person, then the employee works remotely. 
Pan is an employee under Peter and if Pan is not both working remotely and well-compensated, then Pan works remotely. ","Pan refuses to work in person.
Pan refuses to work in person or is hard-working.
Pan neither refuses to work in person nor is hard-working.","U
T
F","∀x (Empolyee(x) ∧ ManagedBy(x, peter) → Engineer(x) ∨ Scientist(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Engineer(x) → HardWorking(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ Scientist(x) → WellCompensated(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ WellCompensated(x) → ¬WorkRemotely(x))
∀x (Empolyee(x) ∧ ManagedBy(x, peter) ∧ RefuseToWorkInPerson(x) → WorkRemotely(x))
Empolyee(pan) ∧ ManagedBy(pan, peter) ∧ (¬(WorkRemotely(pan) ∧ WellCompensated(pan)) → WorkRemotely(pan))","RefuseToWorkInPerson(pan)
RefuseToWorkInPerson(pan) ∨ HardWorking(pan)
¬RefuseToWorkInPerson(pan) ∧ ¬HardWorking(pan)",,
467,"All of Peter's pets that are mammals are also animals.
All monkeys are mammals. 
Peter's pets are all either monkeys or birds. 
Peter's birds can fly.
All animals that are Peter's pets can breathe.
If Peter's pet can fly, then it has wings.
Rock is Peter's pet.
Rock can fly, or Rock is a bird, or Rock cannot breathe. ","Rock is a monkey. 
Rock has wings.
Rock does not have wings.","U
T
F","∀x (PetersPet(x) ∧ Mammal(x) → Animal(x))
∀x (Monkey(x) → Mammal(x))
∀x (PetersPet(x) → Monkey(x) ⊕  Bird(x))
∀x (Bird(x) → CanFly(x))
∀x (PetersPet(x) ∧ Animal(x) → Breathe(x))
∀x (PetersPet(x) ∧ CanFly(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
PeterSPet(rock)
CanFly(rock) ∨ Bird(rock) ∨ ¬Breathe(rock)","Monkey(rock)
∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(rock, y) ∧ Have(rock, z))
¬(∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(rock, y) ∧ Have(rock, z)))",,
468,"All drinks on the counter are edible. 
All juices on the counter are drinks. 
Orange juice is a type of juice. 
Everything on the counter is either orange juice or apple juice.
All apple juices on the counter are sweet.
The coke is on the counter and if the coke is apple juice, then the coke is a drink.
If the coke is not apple juice, then the coke is not edible.","The coke is orange juice.
The coke is edible and sweet.
The coke is not edible and sweet.","U
T
F","∀x (OnCounter(x) ∧ Drink(x) → Edible(x))
∀x (OnCounter(x) ∧ Juice(x) → Drink(x))
∀x (OrangeJuice(x) → Juice(x))
∀x (OnCounter(x) → OrangeJuice(x) ⊕ AppleJuice(x))
∀x (OnCounter(x) ∧ AppleJuice(x) → Sweet(x))
OnCounter(coke) ∧ (AppleJuice(coke) → Drink(coke))
¬AppleJuice(coke) → ¬Edible(coke)","OrangeJuice(coke)
Edible(coke) ∧ Sweet(coke)
¬(Edible(coke) ∧ Sweet(coke))",,
469,"All members of the university faculty are professors.
All principal investigators are members of the university faculty.
No professor is also an undergraduate student.
Anyone pursuing a bachelor's degree is an undergraduate student.
Leon is not pursuing a bachelor's degree, and he is not a principal investigator.
If Leon is not pursuing a bachelor's degree, then he is a professor.","Leon is a member of university faculty.
Leon is neither an undergraduate student nor a principal investigator.
If leon is not a principal investigator, then Leon is an undergraduate student.","U
T
F","∀x (MemberOf(x, universityFaculty) → Professor(x))
∀x (PrincipalInvestigator(x) → MemberOf(x, universityFaculty))
∀x (Professor(x) → ¬UndergraduateStudent(x))
∀x (Pursuing(x, bachelor) → UndergraduateStudent(x))
¬(Pursuing(leon, bachelor) ⊕ PrincipalInvestigator(leon))
¬Pursuing(leon, bachelor) → Professor(leon)","MemberOf(leon, universityFaculty)
¬UndergraduateStudent(leon) ∧ ¬PrincipalInvestigator(leon)
¬PrincipalInvestigator(leon) → UndergraduateStudent(leon)",,
470,"A Unix operating system used in the lab computers is a piece of software.
All versions of MacOS used in the lab computer are based on Unix operating systems.
A lab computer uses either MacOS or Linux. 
All Linux computers in the lab are convenient.
All software used in the lab computers is written with code.
If something is convenient in the lab computer, then it is popular.
Burger is used in the lab computer, and it is written with code and a new version of MacOS.
PyTorch is used in the lab computer, and PyTorch is neither a Linux system nor a piece of software.","Burger is popular.
Burger is not popular.
PyTorch is popular and written with code.
PyTorch is not popular and it is not written with code.","U
U
T
F","∀x (UsedIn(x, labComputer) ∧ UnixOperatingSystem(x) → Software(x))
∀x (UsedIn(x, labComputer) ∧ MacOS(x) → UnixOperatingSystem(x))
∀x (UsedIn(x, labComputer) → MacOS(x) ⊕ Linux(x))
∀x (UsedIn(x, labComputer) ∧ Linux(x) → Convenient(x))
∀x (UsedIn(x, labComputer) ∧ Software(x) → WrittenWithCode(x))
∀x (UsedIn(x, labComputer) ∧ Convenient(x) → Popular(x))
UsedIn(burger, labComputer) ∧ WrittenWithCode(burger) ∧ MacOS(burger))
UsedIn(pytorch, labComputer) ∧ ¬(Linux(pytorch) ⊕ Software(pytorch))","Popular(burger)
¬Popular(burger)
Popular(pytorch) ∧ WrittenWithCode(pytorch)
¬(Popular(pytorch) ∧ WrittenWithCode(pytorch))",,
471,"All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.","Rockie is a turtle.
Rockie is not a turtle.
Rockie is a turtle or cute.
If Rockie is not both a turtle and a squirrel, then Rockie is either cute or skittish.
If Rockie is cute and calm, then Rockie is a skittish turtle. ","U
U
T
T
F","∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie) ","Turtle(rockie)
¬Turtle(rockie)
Turtle(rockie) ∨ Cute(rockie)
¬(Turtle(rockie) ∧ Squirrel(rockie)) → Cute(rockie) ⊕ Skittish(rockie) 
Cute(rockie) ∧ Calm(rockie) → Turtle(rockie) ∧ Skittish(rockie)",,
472,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.","Harry is a queen bee.
Harry is an invertebrate or a queen bee.
If Harry is either both a vertebrate and an animal with a backbone, or neither a vertebrate nor an animal with a backbone, then Harry is neither an invertebrate nor a queen bee.","U
T
F","∀x (Animal(x) → Invertebrate(x) ⊕ Vertebrate(x))
∀x (Animal(x) ∧ With(x, backbone) → ReproduceBy(x, male-and-femaleMating))
∀x (Animal(x) ∧ Vertebrate(x) → With(x, backbone))
∀x (Bee(x) → ¬ReproduceBy(x, male-and-femaleMating))
∀x (QueenBee(x) → Bee(x))
Bee(harry)","QueenBee(harry)
Invertebrate(harry) ∨ QueenBee(harry)
¬(Invertebrate(harry) ⊕ With(harry, backbone)) → ¬Invertebrate(harry) ∧ ¬QueenBee(harry)",,
473,"All pets in my house are either cats or dogs.
All the dogs in my house bark.
Ghosts do not exist.
If some pet in my house barks, then it is not dead.
All of the pets in my house are either dead or alive.
Jojo is a pet in my house, and it is not alive.","Jojo is a ghost.
Jojo is a cat or a ghost.
If Jojo is a cat or a ghost, then Jojo either barks or is a dog.","F
T
F","∀x (Pet(x) ∧ In(x, myHouse) → Cat(x) ⊕ Dog(x))
∀x (Dog(x) ∧ In(x, myHouse) → Bark(x))
∀x (¬Ghost(x))
∀x (Bark(x) ∧ Pet(x) ∧ In(x, myHouse) → ¬Dead(x))
∀x (Pet(x) ∧ In(x, myHouse) → Dead(x) ⊕ Alive(x))
Pet(jojo) ∧ InMyHouse(jojo)∧ ¬Alive(jojo)","Ghost(jojo)
Cat(jojo) ∨ Ghost(jojo)
Cat(jojo) ∨ Ghost(jojo) → Bark(jojo) ⊕ Dog(jojo)",,
474,"All humans are capable of abstract thoughts.
Plants are not capable of abstract thoughts.
All multicellular creatures that are autotrophic or digest food internally are plants and animals.
All goats are animals.
Dirt is not an animal.
Hulu is a goat or a human.
Hulu is a multicellular creature that is autotrophic or digests food internally. ","Hulu is capable of abstract thoughts.
Hulu is not capable of abstract thoughts.
Hulu is dirt.
Hulu is an animal or dirt. 
Hulu is either an animal or dirt, but not both.
If Hulu is either an animal or dirt, then Hulu is capable of abstract thoughts and is dirt.","U
U
F
T
T
F","∀x (Human(x) → CapableOf(x, abstractThought))
∀x (Plant(x) → ¬CapableOf(x, abstractThought))
∀x (MulticellularCreature(x) ∧ (Autotrophic(x) ∨ DigestFoodInternally (x)) → Plant(x) ⊕ Animal(x))
∀x (Goat(x) → Animal(x))
∀x (Dirt(x) → ¬Animal(x))
Goat(hulu) ∨ HumanBeing(hulu)
(MulticellularCreature(hulu) ∧ (Autotrophic(hulu) ∨ DigestFoodInternally (hulu))","CapableOf(hulu, abstractThought)
¬CapableOf(hulu, abstractThought)
Dirt(hulu)
Animal(hulu) ∨ Dirt(hulu) 
Animal(hulu) ⊕ Dirt(hulu) 
Animal(hulu) ⊕ Dirt(hulu) → CapableOf(hulu, abstractThought) ∧ Dirt(hulu)",,
475,"Everyone who is entitled to national social insurance coverage can have their medical bills partially covered. 
All PRC nationals are entitled to national social insurance coverage.
Everyone in the Franco-China diplomatic conference is either a PRC national or a French national, but not both. 
All French nationals are citizens of the European Union. 
All Spanish nationals are citizens of the European Union. 
No North Korean nationals are citizens of the European Union. 
Mei is at the Franco-China diplomatic conference. 
Either Mei is a North Korean and can have medical bills partially covered, or neither is true.","Mei is a PRC national.
Mei is not a PRC national.
If Mei is either a North Korean or a Spanish national, then Mei is either both a French national and a citizen of the European Union, or neither a French national nor a citizen of the European Union.","U
U
T","∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, franco-ChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, franco-ChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))","PRCNational(mei)
¬PRCNational(mei)
NorthKoreanNational(mei) ⊕ SpanishNational(mei) → ¬(FrenchNational(mei) ⊕ European(mei))",,
